date,symbol,subject,details,category
12-Jul-2026 09:33:43,RISHABH,Record Date,Rishabh Instruments Limited has informed the Exchange that Record date for the purpose of Dividend  is 24-Jul-2026.,Record Date
12-Jul-2026 06:35:53,BUTTERFLY,Copy of Newspaper Publication,Butterfly Gandhimathi Appliances Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
12-Jul-2026 00:08:38,AIIL,General Updates,Authum Investment & Infrastructure Limited has informed the Exchange about Updates on NCLT order in relation to Acquisition of Vaz Investment & Infrastructure Limited,General Updates
12-Jul-2026 00:02:11,BHARTIARTL,Updates,Bharti Airtel Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report for the Financial Year 2025-26'.,Updates
11-Jul-2026 23:59:50,RPOWER,Action(s) taken or orders passed,Reliance Power Limited has informed the Exchange about Action(s) taken or orders passed,Action(s) taken or orders passed
11-Jul-2026 23:54:22,BHARTIARTL,Shareholders meeting,"Notice of 31st Annual General Meeting, Integrated Report and Annual Financial Statements for financial year 2025-26",Shareholders meeting
11-Jul-2026 23:26:29,RELINFRA,Action(s) taken or orders passed,Reliance Infrastructure Limited has informed the Exchange about Action(s) taken or orders passed,Action(s) taken or orders passed
11-Jul-2026 22:59:55,SIEMENS,Copy of Newspaper Publication,Siemens Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
11-Jul-2026 22:55:44,HUDCO,Updates,Housing & Urban Development Corporation Limited has informed the Exchange regarding 'MoU between HUDCO and the Government of Odisha'.,Updates
11-Jul-2026 22:52:28,RELTD,Options to purchase securities,Intimation of grant of ESOP by Nomination and Remuneration Committee to the employees,Options to purchase securities
11-Jul-2026 22:49:06,KHADIM,Copy of Newspaper Publication,Khadim India Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
11-Jul-2026 22:19:46,PERSISTENT,Copy of Newspaper Publication,Persistent Systems Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
11-Jul-2026 22:02:20,POWERINDIA,Updates,Hitachi Energy India Limited has informed the Exchange regarding 'Communication to Shareholders holding securities in physical mode for furnishing of KYC details'.,Updates
11-Jul-2026 21:57:15,SAFARI,Copy of Newspaper Publication,Safari Industries (India) Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
11-Jul-2026 21:37:09,SABEVENTS,Corporate Insolvency Resolution Process,Sab Events & Governance Now Media Limited has informed the Exchange about Corporate Insolvency Resolution Process,Corporate Insolvency Resolution Process
11-Jul-2026 21:26:31,GODIGIT,Updates,Go Digit General Insurance Limited has informed the Exchange regarding 'intimation of the date of the 10th Annual General Meeting of the Company'.,Updates
11-Jul-2026 21:09:21,TTKPRESTIG,Disruption of Operations,TTK Prestige Limited has informed the Exchange about Resumption of production at our Roorkee plant after floods,Disruption of Operations
11-Jul-2026 21:09:09,SAURASHCEM,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,"Pursuant to the provisions of Regulation 30 read with Para B of Part A of Schedule IIT of the SEBI(Listing Obligations & Disclosure Requirements) Regulations, 2015, we hereby submit that theCompany has received Appellate order passed u/s 250 by the Commissioner of Income Tax(Appeals), NFAC dated 10 ",Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
11-Jul-2026 20:55:05,TVSSCS,Amalgamation/Merger,"We would like to inform that Hon'ble National Company Law Tribunal, Chennai Bench has sanctioned the Scheme of Amalgamation.",Amalgamation/Merger
11-Jul-2026 20:38:40,BAJAJELEC,Copy of Newspaper Publication,"Bajaj Electricals Limited has informed the Exchange about Public Notice under Regulation and 30 of the Securities and Exchange Board of India (ListingObligations and Disclosure Requirements) Regulations, 2015, as amended",Copy of Newspaper Publication
