symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,189.0,182.0,,,,False,234827.8,0.698,4.476,,4424
21STCENMGM,46.49,37.36,30.6,,,,False,6155.75,0.086,7.803,,2142
360ONE,1222.9,1065.6,1065.0,,,,False,828386.8,1.008,5.366,,1731
3BBLACKBIO,1588.9,1099.5,1099.5,,,,False,22760.15,0.861,6.085,,102
3IINFOLTD,26.99,21.7,17.31,,,,False,225585.0,1.658,5.715,,5283
3MINDIA,35290.0,32400.0,32400.0,,,,False,2453.0,0.651,4.518,,6009
3PLAND,33.97,28.51,28.51,,,,False,3784.0,4.795,4.496,,4563
5PAISA,416.95,322.35,322.35,,,,False,79214.5,0.481,7.759,,2182
63MOONS,945.0,739.1,650.0,,,,False,435803.9,3.068,5.027,,5243
A2ZINFRA,17.12,14.06,12.0,,,,False,337066.0,0.222,4.28,,3881
AAATECH,98.4,90.05,85.0,98.4,90.05,20.0,False,14304.75,0.516,2.95,-6.626,1444
AADHARHFC,501.95,452.0,452.0,,,,False,333017.7,0.595,4.213,,582
AAKASH,9.98,8.06,8.06,,,,False,171865.7,0.784,4.28,,2060
AAREYDRUGS,101.29,74.6,73.41,,,,False,236328.75,1.565,5.993,,1263
AARNAV,36.9,29.75,23.51,,,,False,26550.55,0.378,3.972,,135
AARON,147.89,121.16,111.15,,,,False,14755.1,2.359,4.026,,1972
AARTECH,53.48,46.5,44.85,,,,False,100469.4,0.233,3.418,,787
AARTIDRUGS,444.0,404.5,377.55,444.0,404.5,20.0,False,151862.6,1.14,2.884,-3.491,5693
AARTIIND,551.75,486.5,462.05,,,,False,818732.95,0.723,4.452,,6014
AARTIPHARM,894.7,806.4,650.8,894.7,806.4,20.0,False,436449.0,0.615,2.816,-7.572,897
AARTISURF,661.0,487.0,361.6,,,,False,18535.7,1.731,6.138,,1530
AARVI,161.0,139.61,138.0,,,,False,25630.55,0.506,4.019,,2208
AASTHA,88.37,73.0,70.0,,,,False,862840.85,0.209,3.154,,50
AATMAJ,20.5,18.05,16.7,,,,False,2400.0,1.667,8.684,,792
AAVAS,1407.9,1234.2,1234.2,,,,False,134168.45,0.443,4.603,,1963
ABAN,18.1,14.15,12.89,,,,False,15909.7,0.425,9.91,,5980
ABANSENT,32.79,26.52,25.05,,,,False,9297.2,0.793,4.346,,102
ABB,7760.0,7173.0,6715.5,,,,False,164755.15,1.168,3.627,,6014
ABBOTINDIA,27150.0,25135.0,25135.0,,,,False,7642.9,1.258,4.594,,5984
ABCAPITAL,416.45,385.1,384.0,,,,False,2957414.85,0.551,3.667,,2235
ABCOTS,225.0,198.5,196.81,225.0,198.5,20.0,False,17151.1,0.073,2.605,-9.751,1146
ABDL,643.9,584.3,580.0,,,,False,304683.5,1.85,3.254,,549
ABFRL,55.9,49.4,49.4,,,,False,4070804.2,1.01,4.077,,3248
ABINFRA,14.44,10.58,9.78,,,,False,9129594.35,0.011,6.566,,1763
