symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
QPOWER,1426.5,14,9.629572702121116,13.55,10.61,54.14,,10.06,67.29870736558031,1325.55,1497.82,False,0,Buy,Producer Manufacturing
WENDT,8812.5,14,9.813084112149532,13.73,10.79,42.56,,11.65,294.0915751160247,8371.36,9253.12,False,0,Strong buy,Producer Manufacturing
EVEREADY,363.0,14,2.542372881355932,6.46,3.52,42.31,,23.37,12.546193731359129,344.18,381.15,False,0,Buy,Producer Manufacturing
ACE,1129.0,14,5.189602161557817,9.11,6.17,41.04,,5.93,40.18139531673499,1068.73,1185.45,False,0,Buy,Producer Manufacturing
KSL,968.75,14,14.821619058907189,18.74,19.23,43.4,,16.44,41.10626911696694,907.09,1017.19,False,0,Strong buy,Non-Energy Minerals
SAMBHV,131.08,14,10.16977643301396,14.09,14.58,41.41,,14.43,5.371286010924281,123.02,137.63,False,0,Buy,Non-Energy Minerals
TIIL,3250.2,14,22.64905660377358,26.57,23.63,45.59,,18.76,138.36042336988163,3042.66,3412.71,False,0,Buy,Producer Manufacturing
IVC,9.11,14,9.759036144578298,13.68,7.87,80.03,,20.64,0.4798806330935287,8.39,9.57,False,2,Buy,Finance
AKUMS,776.35,14,2.0237860569025528,5.94,2.79,49.15,,11.2,27.055166166698346,735.77,815.17,False,0,Buy,Health Technology
KENNAMET,4682.4,14,40.77748714710922,44.7,41.76,63.14,,9.69,240.702127738842,4321.35,4916.52,False,0,Buy,Producer Manufacturing
TDPOWERSYS,804.9,14,15.397849462365588,19.32,16.38,45.69,,10.29,36.5414870455448,750.09,845.14,False,0,Strong buy,Producer Manufacturing
OIL,489.8,14,3.793176520449255,7.71,6.18,36.27,12.62,12.94,13.710729078949186,469.23,514.29,False,0,Buy,Energy Minerals
EDELWEISS,132.43,13,10.94077238837229,14.86,9.05,42.42,,6.4,6.120844753872703,123.25,139.05,False,0,Buy,Finance
DIVISLAB,9322.0,13,8.018539976825029,11.94,8.79,75.46,1.53,3.14,199.21339614978064,9023.18,9788.1,False,0,Buy,Health Technology
SHANTIGOLD,258.17,13,14.74222222222223,18.66,13.34,43.34,,35.57,12.953090347906931,238.74,271.08,False,0,Buy,Consumer Durables
ACUTAAS,3383.7,13,4.370758790869828,8.29,5.14,40.89,,10.53,122.29590493632116,3200.26,3552.88,False,0,Buy,Health Technology
RATNAVEER,288.3,13,39.83246324234588,43.75,44.24,56.29,,9.61,16.667993092728036,263.3,302.72,False,0,Buy,Non-Energy Minerals
NORTHARC,305.1,13,7.73305084745764,11.65,5.84,55.35,,24.08,10.979424307043226,288.63,320.36,False,0,Buy,Finance
FEDFINA,158.53,13,2.2774193548387105,6.2,0.39,56.0,,24.06,4.990765225258556,151.04,166.46,False,0,Buy,Finance
HLEGLAS,404.35,13,15.199430199430203,19.12,16.18,35.37,,63.71,19.726644833010987,374.76,424.57,False,0,Strong buy,Producer Manufacturing
