symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
ICICIBANK,1433.9,14,2.2753209700428023,0.67,2.87,45.44,1.3,21.11,24.796957614910408,1396.7,1505.6,False,2,Buy,Finance
MUNJALSHOW,136.16,14,7.313997477931905,5.7,5.91,59.37,,10.83,3.2660779946624205,131.26,142.97,False,0,Buy,Producer Manufacturing
ARMANFIN,1896.2,14,13.97487527799483,12.36,12.08,55.52,,9.12,72.20857158910896,1787.89,1991.01,False,0,Buy,Finance
KMEW,2529.0,14,12.705557288649224,11.1,13.69,41.53,,8.22,129.9250656853988,2334.11,2655.45,False,0,Buy,Producer Manufacturing
BAJFINANCE,1053.5,14,6.748404093626509,5.14,4.86,52.48,10.74,4.65,24.731162182227283,1016.4,1106.18,False,0,Buy,Finance
NIBL,35.91,14,18.163869693978267,16.55,19.14,59.38,,13.62,1.9318511920116472,33.01,37.71,False,0,Buy,Producer Manufacturing
PREMIERPOL,73.53,13,11.713764813126724,10.1,16.12,65.06,,16.21,5.008011614200442,66.02,77.21,False,0,Buy,Non-Energy Minerals
SCPL,551.15,13,13.779933938893477,12.17,15.41,61.71,,10.27,35.83931312747847,497.39,578.71,False,0,Buy,Consumer Non-Durables
JSFB,563.35,13,20.18133333333334,18.57,20.77,43.01,,6.4,23.43747602054049,528.19,591.52,False,0,Buy,Finance
MUTHOOTMF,246.88,13,18.69230769230769,17.08,16.8,52.45,,6.44,11.092567270733165,230.24,259.22,False,0,Buy,Finance
NESTLEIND,1520.7,13,9.615800475744258,8.01,11.25,68.42,-1.92,5.2,34.296789054086766,1469.25,1596.74,False,0,Strong buy,Consumer Non-Durables
STYLAMIND,3359.4,13,2.202616367508369,0.59,6.61,40.11,,23.53,183.64047485412317,3083.94,3527.37,False,0,Buy,Non-Energy Minerals
PAISALO,71.06,13,16.68308702791462,15.07,14.79,46.27,,8.91,3.1142262515484105,66.39,74.61,False,0,Buy,Finance
KANPRPLA,210.84,13,9.812500000000002,8.2,10.79,55.59,,17.15,12.02713436895074,192.8,221.38,False,2,Buy,Producer Manufacturing
TMB,851.75,13,14.598049108644467,12.99,15.19,42.37,,7.66,33.568557758928925,801.4,894.34,False,0,Buy,Finance
RML,1153.4,13,1.710758377425052,0.1,0.31,39.7,,14.78,52.822461862497775,1074.17,1211.07,False,0,Buy,Producer Manufacturing
LAGNAM,88.78,13,12.237673830594192,10.63,,57.68,,12.98,4.6380580863897,81.82,93.22,False,0,Buy,Process Industries
SETL,270.25,13,7.242063492063492,5.63,3.11,44.19,,12.97,14.33670045115576,248.74,283.76,False,0,Buy,Health Technology
INDOSTAR,260.55,13,2.8256837286396563,1.22,0.94,51.62,,19.94,12.33018838743796,242.05,273.58,False,0,Neutral,Finance
DHARMAJ,269.65,13,2.450607902735558,0.84,,52.25,,43.33,7.964175778760942,257.7,283.13,False,0,Strong buy,Process Industries
