symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,0.7716289945440445,-1.071237279057311,1.06,1.61,-2.39,-0.29,-2.68,1.32
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,0.4517453798767943,5.60172692930383,1.06,1.61,,-0.61,3.99,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,0.6071523885775378,-6.469420667410989,1.06,1.61,-0.59,-0.45,-8.08,-5.88
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,0.0977312390925019,2.2753209700428023,1.06,1.61,-0.59,-0.96,0.67,2.87
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,0.3228962818003869,-1.4134615384615428,1.06,1.61,-0.59,-0.74,-3.02,-0.82
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,10.335753176043566,16.35406698564594,1.06,1.61,18.34,9.28,14.74,-1.99
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,0.0189879426564174,6.748404093626509,1.06,1.61,1.89,-1.04,5.14,4.86
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,3.623684210526311,-5.8642122878317045,1.06,1.61,-0.98,2.56,-7.47,-4.88
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,0.0118259224219516,-2.434240886017525,1.06,1.61,1.89,-1.05,-4.04,-4.32
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.9581395348837167,-2.003719200371916,1.06,1.61,-1.63,-3.02,-3.61,-0.37
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,3.732310403815251,6.159151193633948,1.06,1.61,4.13,2.67,4.55,2.03
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,10.335275575508629,12.145631067961157,1.06,1.61,18.34,9.28,10.54,-6.19
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,4.77808138246806,3.230500582072177,1.06,1.61,1.4,3.72,1.62,1.83
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,3.191489361702128,13.383985973115138,1.06,1.61,1.4,2.13,11.77,11.98
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,-3.113977947952083,2.3187919463087217,1.06,1.61,,-4.17,0.71,
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-3.7802744267427975,-8.346491228070175,1.06,1.61,-2.39,-4.84,-9.96,-5.96
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,4.04626108998732,5.755233494363924,1.06,1.61,1.4,2.99,4.15,4.36
ADANIPORTS,Transportation,Other Transportation,,unmapped,-8.480448770829899,-6.8722368347417415,1.06,1.61,,-9.54,-8.48,
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,2.554648406636816,-1.5423514538558845,1.06,1.61,-0.59,1.49,-3.15,-0.95
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,-0.0975530444679146,-9.48663180378581,1.06,1.61,-0.59,-1.16,-11.1,-8.9
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,9.441747572815537,22.69387755102041,1.06,1.61,18.34,8.38,21.08,4.35
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,1.821753884622262,-2.2126929674099447,1.06,1.61,-1.63,0.76,-3.82,-0.58
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,0.4578987534978377,4.683219934611646,1.06,1.61,-0.98,-0.6,3.07,5.66
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-1.061540668483715,-2.790697674418598,1.06,1.61,-2.39,-2.12,-4.4,-0.4
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,3.931996908950407,18.28246249353337,1.06,1.61,1.4,2.87,16.67,16.88
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,1.1783439490445824,3.149350649350646,1.06,1.61,-4.41,0.12,1.54,7.56
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,2.106951871657759,8.488636363636369,1.06,1.61,1.89,1.05,6.88,6.6
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,0.2340998096571601,5.167229070541502,1.06,1.61,18.34,-0.83,3.56,-13.17
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,7.176125582197672,19.38893159108378,1.06,1.61,18.34,6.12,17.78,1.05
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-4.863353548082222,3.265655054498831,1.06,1.61,-2.39,-5.92,1.66,5.66
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,1.3732417838810838,9.615800475744258,1.06,1.61,-1.63,0.31,8.01,11.25
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-5.091850573295534,-6.916565900846439,1.06,1.61,18.34,-6.15,-8.53,-25.26
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,2.8115757553067997,3.3182844243792258,1.06,1.61,,1.75,1.71,
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-0.5569091541942299,-0.5222841225626741,1.06,1.61,-2.39,-1.62,-2.13,1.87
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,-2.7165675644164704,-6.373429084380618,1.06,1.61,-2.39,-3.78,-7.98,-3.98
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,-2.7610441767068274,-11.10397209665205,1.06,1.61,-1.63,-3.82,-12.71,-9.47
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-2.892796369824155,-0.5277683629496969,1.06,1.61,1.89,-3.95,-2.14,-2.42
