symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,178.0,,,,False,185203.2,0.064,3.688,,4394
21STCENMGM,40.17,30.6,30.6,,,,True,5860.85,0.103,9.78,,2112
360ONE,1170.0,1065.0,1031.3,,,,False,1467436.35,0.104,3.155,,1701
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,12788.8,0.019,3.899,,72
3IINFOLTD,22.77,17.31,16.25,,,,False,966779.05,0.108,5.713,,5253
3MINDIA,36880.0,33905.0,31010.0,,,,False,3753.2,0.035,3.825,,5979
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,3415.5,0.346,2.575,-7.855,4532
5PAISA,400.0,344.0,299.0,,,,False,58981.05,0.022,4.002,,2152
63MOONS,898.15,650.0,596.65,,,,True,979929.15,1.374,6.207,,5213
A2ZINFRA,15.5,12.0,12.0,,,,True,238040.25,1.295,3.867,,3851
AAATECH,97.98,85.0,85.0,,,,False,13846.05,0.049,4.276,,1414
AADHARHFC,563.0,487.1,449.8,,,,False,335251.25,0.051,6.403,,552
AAKASH,9.9,8.56,8.55,,,,False,128934.15,0.204,3.148,,2030
AAREYDRUGS,87.99,73.41,73.41,,,,False,20774.45,5.053,7.342,,1232
AARNAV,37.4,23.51,22.0,,,,False,160558.5,0.151,4.182,,105
AARON,154.8,111.15,111.15,,,,False,57234.55,0.062,5.3,,1942
AARTECH,60.98,44.85,39.98,,,,False,177615.45,0.004,9.609,,757
AARTIDRUGS,435.25,377.55,365.0,,,,False,204317.8,0.059,4.25,,5663
AARTIIND,516.95,462.05,424.0,,,,False,982087.7,4.887,3.295,,5984
AARTIPHARM,735.0,650.8,604.15,,,,False,131061.7,0.366,3.972,,867
AARTISURF,409.2,361.6,355.2,,,,False,10000.8,0.082,3.289,,1500
AARVI,168.4,138.0,124.51,,,,False,64585.45,0.024,3.295,,2178
AASTHA,140.01,74.4,74.4,,,,False,5588951.9,0.026,5.809,,20
AATMAJ,20.5,16.7,16.7,,,,False,3100.0,0.0,8.313,,762
AAVAS,1544.9,1350.0,1247.6,,,,False,72838.6,0.047,4.375,,1933
ABAN,16.0,12.89,12.89,,,,False,66957.95,0.022,4.827,,5950
ABANSENT,30.4,25.14,24.51,,,,False,6001.85,0.557,3.349,,72
ABB,7924.5,6715.5,6653.0,,,,False,408178.35,0.167,4.867,,5984
ABBOTINDIA,28940.0,26025.0,25200.0,,,,False,12298.2,0.023,6.006,,5954
ABCAPITAL,411.4,384.0,334.8,411.4,384.0,20.0,False,3112958.55,0.404,2.719,-0.389,2205
ABCOTS,221.72,196.81,196.81,,,,False,22213.25,0.091,3.657,,1116
ABDL,711.7,580.0,534.0,,,,False,551526.5,0.045,6.333,,519
ABFRL,63.5,55.1,55.1,,,,False,4033545.95,0.164,5.662,,3218
ABINFRA,11.99,9.78,8.82,,,,False,2100572.95,0.004,5.667,,1733
ABLBL,100.04,91.9,91.9,,,,False,697310.8,0.108,4.018,,277
ABMINTLLTD,48.74,39.15,39.15,,,,True,1993.55,0.051,3.053,,2493
ABMKNO,222.91,190.0,190.0,,,,False,2005.55,0.002,3.871,,72
ABREL,1471.2,1335.6,1155.0,,,,False,116591.5,0.931,3.128,,7676
ABSLAMC,1193.1,973.3,973.3,,,,False,340472.85,0.029,5.645,,1191
ABSMARINE,248.8,213.8,213.8,,,,False,37100.0,0.674,4.66,,545
ACC,1405.0,1312.0,1297.0,,,,False,164145.4,0.246,3.051,,5981
ACCELYA,1180.0,1085.9,1085.9,,,,False,8388.05,0.168,3.346,,5981
ACCENTMIC,530.0,482.2,417.05,530.0,482.2,20.0,False,71600.0,0.615,2.607,-7.16,646
ACCURACY,5.49,4.62,4.62,,,,False,48959.65,0.051,4.074,,1991
ACE,1087.5,957.8,850.5,,,,False,725554.05,0.029,3.2,,4897
ACEINTEG,22.89,19.0,18.75,,,,False,6048.4,0.002,4.969,,2235
ACI,604.25,518.5,508.5,,,,False,339756.0,0.214,3.748,,915
ACL,51.69,46.34,46.34,,,,False,16454.65,0.037,3.108,,3881
ACMESOLAR,398.65,344.7,286.85,,,,False,1903934.25,0.069,3.602,,427
ACSTECH,46.5,39.15,31.71,,,,False,213187.0,0.018,3.547,,72
ACUTAAS,3740.0,3100.0,2864.2,,,,False,386517.0,0.128,4.304,,1210
ADANIENSOL,1789.0,1571.0,1357.6,,,,False,2509744.35,0.055,4.154,,2718
ADANIENT,3245.0,2972.7,2739.3,,,,False,1416470.25,0.069,4.501,,5983
ADANIGREEN,1631.5,1350.0,1350.0,,,,False,2747326.55,0.06,5.461,,2008
ADANIPORTS,1883.5,1650.0,1650.0,,,,False,1813345.75,0.221,6.185,,4607
ADANIPOWER,228.94,207.11,207.11,,,,False,28022993.45,0.072,3.527,,4184
ADFFOODS,330.75,260.0,259.85,,,,False,238226.65,0.849,5.221,,3920
ADL,74.0,66.0,66.0,74.0,66.0,20.0,False,1039.8,2.512,2.22,-7.284,1442
ADOR,1597.0,1272.1,1073.2,,,,False,81721.95,0.044,4.073,,5981
ADROITINFO,10.48,8.36,8.36,,,,False,21278.45,0.018,3.936,,2667
ADSL,129.75,111.51,111.51,,,,False,174347.15,0.078,4.795,,4693
ADVAIT,2363.5,2050.0,1916.9,,,,False,38659.75,0.126,3.538,,133
ADVANCE,123.3,106.31,93.77,,,,False,330035.2,0.027,3.661,,203
ADVANIHOTR,54.0,50.83,50.0,54.0,50.83,20.0,False,20798.9,0.075,2.502,-3.796,4714
ADVENTHTL,164.0,137.0,120.02,,,,False,651654.45,0.006,4.847,,180
ADVENZYMES,335.4,304.25,297.0,,,,False,167968.25,0.053,3.229,,2473
AEGISLOG,1434.5,1164.4,705.0,,,,False,1879295.25,0.032,3.665,,5978
AEGISVOPAK,311.49,256.55,182.5,,,,False,3290467.75,0.023,3.981,,293
AEPL,17.8,14.01,14.01,,,,False,15366.3,0.016,3.798,,97
AEQUS,274.39,215.0,173.6,,,,False,8004633.4,0.032,6.389,,161
AEROENTER,134.19,115.3,93.4,,,,False,613748.45,0.055,3.007,,915
AEROFLEX,471.0,396.1,376.55,,,,False,1542535.95,0.188,3.669,,722
AERONEU,93.77,83.15,83.15,93.77,83.15,20.0,False,51273.75,0.331,2.549,-8.713,877
AEROPLANE,197.7,163.0,117.2,,,,False,761453.25,0.09,3.363,,85
AETHER,1547.5,1305.0,1061.8,,,,True,357856.95,0.328,5.04,,1031
AFCONS,315.1,269.95,269.95,,,,False,1765788.2,0.15,4.94,,434
AFFLE,1669.6,1419.1,1390.5,,,,False,520894.4,0.044,4.581,,1728
AFFORDABLE,213.1,162.6,162.6,,,,False,21238.9,0.055,5.072,,439
AFIL,10.24,8.99,8.99,10.24,8.99,20.0,False,577014.65,0.034,2.743,-10.645,523
AFSL,205.0,201.0,200.0,,,,False,7454.05,0.004,3.314,,890
AGARIND,551.25,471.1,411.35,,,,False,241800.35,0.012,3.344,,3007
AGARWALEYE,505.0,463.0,437.0,505.0,463.0,20.0,False,88064.05,0.021,2.957,-4.119,368
AGARWALFT,41.65,37.5,28.55,,,,False,750.0,2.0,9.603,,844
AGI,743.95,657.5,582.5,,,,False,119067.0,0.072,3.964,,5983
AGIIL,365.0,301.0,301.0,,,,False,2198703.45,0.098,5.664,,511
AGL,19.86,12.03,12.03,,,,False,2977916.0,0.042,12.275,,21
AGNI,18.6,17.0,17.0,,,,False,7000.0,0.357,3.965,,987
AGRITECH,119.9,106.0,105.1,,,,False,2101.95,0.391,3.339,,3084
AGROPHOS,30.8,28.0,28.0,30.8,28.0,20.0,False,9667.6,0.011,2.458,-4.545,2320
AGSTRA,2.56,2.1,2.1,,,,False,35770.45,0.0,18.941,,1112
AGUL,62.65,49.6,49.6,,,,False,1300.0,0.0,21.121,,808
AHCL,16.19,14.18,13.45,,,,False,4272247.55,0.325,3.276,,228
AHLADA,40.2,35.7,35.7,,,,False,7745.05,0.044,3.108,,1928
AHLEAST,159.0,138.25,138.25,,,,False,5159.15,0.201,3.529,,3941
AHLUCONT,885.0,791.1,739.55,,,,False,36352.9,0.027,3.862,,4108
AHLWEST,610.0,532.0,521.0,,,,False,715.85,0.759,3.001,,3946
AIAENG,4912.5,4505.5,3932.7,,,,False,62125.85,0.096,3.447,,5090
AIIL,584.85,498.55,441.0,,,,False,440851.2,0.043,3.419,,567
AILIMITED,43.7,32.3,32.3,,,,False,3525.0,0.426,6.384,,1251
AIMTRON,1480.0,1225.05,1060.4,,,,False,44560.0,0.916,4.558,,533
AIRAN,16.6,14.82,14.82,,,,False,39479.85,0.075,4.032,,2230
AIROLAM,94.2,84.25,78.0,94.2,84.25,20.0,False,2273.9,0.557,2.973,-9.034,2178
AISL,63.25,54.0,49.0,,,,False,3390.0,0.0,6.152,,2145
AJANTPHARM,3598.8,3254.8,2850.0,,,,False,105840.7,0.264,3.227,,5980
AJAXENGG,625.05,512.05,512.05,,,,False,66979.2,0.022,6.788,,360
AJMERA,138.0,121.22,104.42,,,,False,332647.75,0.048,3.798,,4897
AJOONI,4.39,3.6,3.4,,,,False,428196.4,0.052,3.854,,2116
AKASH,28.0,25.61,25.61,28.0,25.61,20.0,False,7187.75,0.014,2.701,-4.286,2318
AKCAPIT,1875.0,1640.0,1575.4,,,,False,3989.9,0.055,3.095,,72
AKG,11.4,9.01,9.01,,,,False,23598.4,0.001,3.064,,1929
AKI,4.95,4.01,4.01,,,,False,76429.2,0.238,3.656,,820
AKIKO,368.0,273.05,241.3,,,,False,25240.0,2.377,5.797,,516
AKSHAR,0.46,0.39,0.39,,,,False,517219.7,0.066,3.769,,1039
AKSHARCHEM,251.7,219.7,185.0,251.7,219.7,20.0,False,2527.15,0.144,2.472,-0.675,2310
AKSHOPTFBR,6.6,5.34,5.34,,,,False,131785.45,0.874,10.627,,5979
AKUMS,714.7,620.0,514.9,,,,False,336524.55,0.023,4.779,,493
ALANKIT,8.27,7.7,7.7,8.27,7.7,20.0,False,91309.1,0.037,2.327,-4.716,2739
ALBERTDAVD,723.0,678.0,678.0,,,,False,2086.9,0.009,3.087,,2504
ALEMBICLTD,92.86,86.81,84.44,,,,False,177753.75,0.062,3.598,,5988
ALGOQUANT,70.0,56.39,52.11,,,,False,1417857.3,0.124,4.871,,142
ALICON,698.0,618.05,618.05,,,,False,12623.0,0.082,3.291,,4891
ALIVUS,1193.9,1086.1,996.4,1193.9,1086.1,20.0,False,84072.25,0.465,2.916,-6.818,1234
ALKALI,87.27,68.01,68.01,,,,False,4253.6,0.018,5.283,,4373
ALKEM,5882.5,5503.0,5162.5,,,,False,126330.7,0.062,3.277,,2621
ALKYLAMINE,2007.0,1764.9,1581.3,,,,False,126760.85,0.018,4.252,,4608
ALLCARGO,8.45,7.75,7.75,,,,False,3156233.35,0.074,3.451,,4963
ALLDIGI,893.9,750.0,750.0,,,,False,15692.4,0.618,4.136,,5240
ALLETEC,152.0,130.25,130.25,,,,False,13960.0,0.401,5.205,,889
ALLTIME,259.79,219.0,214.81,,,,False,45614.8,0.157,4.86,,240
ALMONDZ,15.79,12.35,12.35,,,,False,230360.7,0.175,4.68,,4472
ALOKINDS,13.2,11.81,11.7,,,,False,3452657.1,0.098,4.817,,7675
ALPA,78.89,65.0,65.0,,,,False,16840.2,0.463,3.858,,4682
ALPEXSOLAR,919.95,763.05,763.05,,,,False,61805.0,0.584,3.626,,605
ALPHAGEO,216.9,190.5,190.0,,,,False,4279.45,0.186,3.225,,4745
ALPINETEX,105.0,66.21,66.21,,,,False,189386.22,0.401,9.0,,9
ALUWIND,52.7,40.0,40.0,,,,False,40200.0,0.336,4.49,,572
AMAGI,677.8,521.05,386.1,,,,False,472301.25,0.052,3.846,,132
AMANTA,189.0,155.5,114.05,,,,False,71846.45,0.533,9.589,,220
AMBALALSA,35.0,30.15,30.15,,,,False,69737.65,0.076,3.324,,72
AMBER,8095.0,7195.0,7120.0,,,,False,255445.35,0.063,4.411,,2102
AMBICAAGAR,25.78,24.03,23.0,25.78,24.03,20.0,False,2501.5,0.353,1.981,-4.771,5458
AMBIKCO,1793.5,1657.5,1550.0,,,,False,8514.15,0.011,3.1,,4563
AMBUJACEM,445.25,415.45,404.8,445.25,415.45,20.0,False,2101643.15,0.076,2.817,-2.426,5982
AMDIND,52.0,43.1,43.1,,,,False,21501.35,0.012,3.317,,4779
