symbol,company,sector,industry,nse_sector,sector_match_basis,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma20,sma50,sma100,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,stoch_rsi_d,williams_r,cci20,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,value_traded,turnover_cr,float_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,bb_upper,bb_lower,high_1m,low_1m,high_3m,low_3m,high_6m,low_6m,high_52w,low_52w,high_all,nearest_overhead,nearest_overhead_ref,overhead_supply_pct,headroom_to_52w_high_pct,dist_52w_low_pct,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,volatility_w,volatility_m,beta_1y,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,atm_iv,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,17267519843750.0,1292.9,1275.9,,1310.8613744503464,,1370.5230891941922,1294.4249999999988,1306.3459999999982,1341.6619999999984,1409.7895000000017,,,Bearish,0.0,48.7501259270491,-8.303646372380854,-7.39056386195508,-0.9131,16.24240246957284,-2.5843881856540047,24.81505660808295,17.461923956425604,-55.1508844953173,-34.368240336434326,0,12158451.0,11668166.999999998,12812970.033333316,1.0119034060089336,43.48,15719661297.900002,1571.97,48.6367,,,67,1279.8,1266.7,1301.5,1310.1,1288.4,1288.4,22.33978428343704,1328.5048987674588,1260.3451012325388,1345.9,1249.8,1473.4,1249.8,1489.5,1249.8,1611.8,1249.8,1611.8,1345.9,1m high,4.1,24.67,3.45,1345.9,1249.8,1249.8,,,,False,11885074.9,1.023,4.513,,1287.32,1298.48,1238.63,1611.8,1666.07,1720.34,5.88,33.0,-1.071237279057311,-8.239886444286721,-19.79,1.4715435369487533,1.703039697170471,0.8785915,-2.68,1.32,23.413575853719934,,,9.406965446772462,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,-0.92,3.0,,,,,3.0,13,20,67,,2.0,70,50,0.05,-0.37,0.08,1.03,-0.04,-2.35,0.15,65.0,False,77.0,0.0,Sell,1.083333,1658.5
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,,unmapped,12163420506430.0,1956.8,1950.2,,1893.7712631853765,,1897.8601112837616,1923.474999999999,1878.667999999998,1858.481,1951.8889999999983,,,Bullish,100.0,59.96790952078781,15.61536144841557,15.995390829231887,-0.38,20.53905811112467,2.5146689019279127,61.93807650498551,34.156132895651204,-7.511737089201981,143.95214058701336,60,5356472.0,5611123.599999996,6435763.066666669,0.9668800384320811,69.1,10481544409.6,1048.15,49.54460000000003,,,33,1946.06,1935.33,1965.36,1973.93,1954.63,1954.6333333333328,32.84771682696056,1961.564992123844,1885.385007876154,1966.0,1845.6,1966.0,1740.5,2057.0,1740.5,2174.5,1740.5,2174.5,1966.0,1m high,0.47,11.13,12.43,1966.0,1875.1,1768.6,,,,False,5934754.35,0.903,3.007,,1948.59,1965.01,1923.95,2174.5,2207.35,2240.2,6.63,63.0,5.60172692930383,5.204301075268815,-10.01,1.3998625353343808,1.7141498131726185,0.8198686,3.99,,44.64766494172622,7.997380416520967,,11.820255364701753,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.523849590901182,31.7404423698221,18.9950420721538,40,,,-20.523849590901182,,,,67,,,,,,,,0,,,,,,True,1.61,3.0,,,,,3.0,71,40,67,,0.0,70,45,-0.21,-0.03,0.13,1.17,-0.04,-2.35,0.21,72.0,True,4.0,3.0,Strong buy,1.161765,2291.705882
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,NIFTY_BANK,industry,11526873089844.0,753.95,748.2,,781.8903357247784,,844.7698017141596,787.1525000000007,777.0360000000015,785.3240000000021,876.4132499999984,,,Bearish,0.0,41.055190201262896,-12.676812569870435,-6.2018864110879965,-6.4749,26.161275011326403,-8.010004880429475,17.6952719221871,8.162222267893862,-76.06324972737183,-72.96803676559846,20,35844392.0,31534835.5,33823603.03333333,1.2020165555547355,57.66,27024879348.4,2702.49,99.623,,,100,747.0,740.05,759.4,764.85,752.45,752.4500000000002,14.873454962584995,855.6459338093557,718.6590661906457,843.0,732.0,843.0,732.0,994.0,726.65,1020.5,726.65,1020.5,843.0,1m high,11.81,35.35,3.76,843.0,732.0,732.0,,,,False,32590582.0,1.1,7.638,,750.23,757.67,724.56,843.0,872.39,901.77,3.03,48.0,-6.469420667410989,-2.0844155844155785,-26.12,1.405507651657441,1.6735239074650037,1.1955609,-8.08,-5.88,14.73134036733099,1.9151769293765968,1.288517656368196,,13.7540298886995,6.82785576408465,0.9333100337634852,1.754463853655062,11.34558903513542,34.982694035678,,80,,,11.34558903513542,,,,67,,,,,,,,0,,,,,,True,0.36,3.0,,,,,3.0,28,80,67,,61.0,70,50,0.47,-0.52,0.2,0.8,-0.12,-2.35,0.16,67.0,False,80.0,0.0,Sell,1.095238,1037.666667
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,NIFTY_BANK,industry,10312487774789.0,1433.9,1437.9,,1377.145675846308,,1348.916252924327,1424.5600000000002,1354.3180000000002,1318.945000000002,1348.7119999999995,,,Bullish,100.0,59.13621593771487,22.611126775611183,26.52337617004052,-3.9122,28.090776818596208,-0.7200720072007106,6.508591008123566,16.88540086167401,-49.19957310565623,31.13669064748111,40,14141173.0,13833609.800000032,12990195.8,1.0524823688659717,45.44,20277027964.7,2027.7,97.1715,,,100,1423.6,1413.3,1443.2,1452.5,1432.9,1432.9000000000003,24.796957614910408,1468.4376663007902,1380.6823336992102,1480.0,1367.7,1480.0,1213.7,1480.0,1187.6,1485.1,1187.6,1500.0,1480.0,1m high,3.22,3.57,20.74,1480.0,1375.9,1213.7,,,,False,12872154.55,1.095,4.298,,1427.7,1440.1,1364.75,1572.21,1641.36,1710.51,2.0,76.0,2.2753209700428023,13.711340206185572,-3.45,1.5851918495162882,1.7831404812310552,1.0292971,0.67,2.87,18.535418821096176,2.7035477413177498,2.522038353227112,,15.796816290169,9.74115748257219,0.594743890036865,5.080821540326999,7.369882026370579,34.55734059748943,,80,,,7.369882026370579,,,,100,,,,,,,,0,,,,,,True,1.3,3.0,,,,,3.0,76,80,100,,61.0,70,45,-0.02,0.09,0.35,0.99,-0.1,-2.35,0.26,79.0,False,80.0,2.0,Buy,1.043478,1736.565217
SBIN,State Bank of India,Finance,Regional Banks,NIFTY_BANK,industry,9358000582048.0,1025.3,1013.7,,1025.483551916596,,1000.4625767771817,1028.9299999999998,1011.824,1034.5544999999995,1022.4914999999996,,,Neutral,50.0,50.00888772914538,-1.1493962142001235,1.5904472022596998,-2.7398,11.44242268340926,-1.8194005553959591,13.13108915020596,10.026588426885356,-62.99093655589127,-57.25990506938128,20,6847458.0,9704936.900000015,10442710.100000013,0.6993608543058518,40.5,7020698687.4,702.07,44.7923,,,33,1012.5,999.7,1033.2,1041.1,1020.4,1020.4,18.4604248893401,1054.458893434689,1003.4011065653108,1067.0,1000.8,1108.0,933.9,1234.7,933.9,1234.7,786.55,1234.7,1067.0,1m high,4.07,20.42,30.35,1067.0,1000.8,937.2,,,,False,9991427.1,0.685,3.565,,1020.68,1029.92,1006.84,1067.0,1085.46,1103.92,2.26,41.0,-1.4134615384615428,-4.6232558139534925,-16.96,1.337963827253608,1.8905841678530144,0.8742358,-3.02,-0.82,11.263394024348178,1.5875964018094542,2.3477641421912234,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,3.77,3.0,,,,,3.0,35,60,67,,61.0,70,55,0.63,-0.03,0.05,0.97,-0.1,-2.35,0.3,82.0,True,7.0,3.0,Neutral,1.2375,1219.15
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,NIFTY_IT,industry,8848394904501.0,2431.8,2446.6,,2247.211900245907,,2620.5792010944338,2210.710000000001,2199.526000000003,2323.5110000000013,2698.072999999994,,,Bullish,67.0,70.25458523112442,61.15040857670647,28.877423131044992,32.273,23.26908948464687,7.174966945791105,96.18673753810916,97.2025433014994,-14.701093277506352,177.93255041430487,60,4901582.0,4184170.0,5278649.566666666,1.163229243124799,49.96,11919667107.6,1191.97,28.210400000000003,,,67,2404.86,2377.93,2476.86,2521.93,2449.93,2449.9333333333334,65.40942863112504,2445.767549549054,1975.652450450948,2495.0,1976.8,2498.3,1976.8,3350.0,1976.8,3350.0,1976.8,4592.25,2495.0,1m high,2.6,37.76,23.02,2495.0,2016.0,1976.8,,,,False,4996649.15,0.981,7.313,,2415.45,2448.15,2300.98,3350.0,3480.82,3611.64,7.02,49.0,16.35406698564594,-1.9039935457845831,-27.41,2.8191041434185977,2.9204930778559803,0.9327122,14.74,-1.99,17.667957482980842,8.02538024025846,16.65124501097028,11.44273667908719,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,17.54464740328302,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,0.74,3.0,,,,,3.0,64,80,67,,49.0,70,60,0.43,-0.52,1.35,0.6,-0.1,-2.35,0.35,86.0,False,75.0,0.0,Neutral,1.534091,2419.767442
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,6562781154640.0,1053.5,1054.4,,994.0304293567056,,954.182374545502,1036.6399999999994,974.7470000000004,938.4820000000004,971.9240000000012,,,Bullish,100.0,59.93104121645016,20.35394664174373,22.812658786026248,-2.4587,28.388347254225263,-0.2650762094102011,45.40918469842732,38.92871195553972,-26.38888888888899,66.57196969697004,40,9866564.0,9104140.2,8998585.733333332,1.0932006782553496,52.48,10394425174.0,1039.44,43.735,,,100,1036.4,1019.3,1069.3,1085.1,1052.2,1052.2,24.731162182227283,1075.855323535635,997.4246764643638,1074.4,993.4,1074.4,860.45,1074.4,787.9,1102.5,787.9,1102.5,1074.4,1m high,1.98,4.65,33.71,1074.4,994.1,860.45,,,,False,8368864.6,1.179,3.255,,1047.32,1059.68,981.73,1197.03,1268.8,1340.56,2.0,73.0,6.748404093626509,11.48148148148148,-4.44,2.244402559944737,2.419068826975255,1.566119,5.14,4.86,34.518348623853214,5.746130865826017,2.50888004422176,27.22545728158481,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,10.74,5.0,,,,,5.0,76,60,100,,96.0,70,75,-0.42,0.3,-0.31,0.31,0.03,-2.35,-0.02,44.0,False,88.0,0.0,Buy,1.472973,1092.864865
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,5407097104631.0,3937.7,3931.4,,3943.464206779632,,3905.217570629609,3876.125000000002,3983.026,3915.632999999998,3964.1825000000017,,,Neutral,50.0,52.78864679931406,-41.05242870155462,-54.02941707868764,12.977,25.003637978824163,3.229781098440158,98.839172153248,83.45868706869459,-15.685515104570111,42.89448064280545,100,2141252.0,1763101.3000000075,2035492.8333333335,1.162049425083872,50.16,8431608000.4,843.16,84.8409,,,100,3896.9,3856.1,3965.1,3992.5,3924.3,3924.3,71.37110453350942,4036.730602330596,3715.519397669407,4142.8,3720.0,4272.3,3720.0,4440.0,3288.1,4440.0,3288.1,4440.0,4142.8,1m high,5.21,12.76,19.76,4094.0,3720.0,3720.0,,,,False,2108877.5,1.015,5.702,,3919.86,3955.54,3866.33,4094.0,4165.37,4236.74,2.19,44.0,-5.8642122878317045,-3.558657849620382,-11.31,1.6911408699853894,1.7300433289610493,1.2889948,-7.47,-4.88,32.66445458316051,,7.2052956834177815,18.677390589247796,,,,9.778357823020736,4.526142374057053,8.47399986344388,,20,,,4.526142374057053,,,,67,,,,,,,,0,,,,,,True,1.33,3.0,,,,,3.0,80,20,67,,13.0,70,50,-0.14,-0.11,0.04,0.78,-0.11,-2.35,0.09,58.0,False,96.0,0.0,Buy,1.333333,4429.833333
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,5360435430908.0,422.85,423.9,,422.8057132835885,,421.8597244278585,430.94750000000096,421.4075000000003,409.4574999999999,421.9479999999992,,,Bullish,83.0,45.79950447968047,-0.1591768396191355,1.8648187256810156,-2.024,16.90557725970247,-2.366658970214731,18.45840293157658,18.09763747264021,-79.83870967741935,-103.9648986037411,0,1639813.0,1712994.6,3498682.933333333,0.9317350134355602,52.5,693394927.0500001,69.34,3.500000000000008,,,33,418.95,415.05,426.7,430.55,422.8,422.8,8.438310891800738,444.5166737035452,417.3783262964568,447.6,416.6,450.2,388.025,454.0,360.75,468.475,360.75,611.0,447.6,1m high,5.85,10.79,17.21,447.6,416.6,391.55,,,,False,2228294.7,0.736,3.953,,420.74,424.96,414.41,447.6,456.04,464.48,2.93,62.0,-2.434240886017525,4.28509772489056,-9.74,1.4752624302538724,2.01253345294901,1.2062582,-4.04,-4.32,9.310287884625971,0.7331613081622883,0.4938175754854703,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,True,27.54,6.0,,,,,6.0,40,60,100,,96.0,70,55,1.26,-0.08,0.08,0.77,0.04,-2.35,0.42,89.0,True,6.0,3.0,Neutral,1.23913,536.326087
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,4976786600846.0,2107.9,2117.8,,2160.062533175638,,2254.9297745830863,2140.255000000001,2153.022,2178.3719999999994,2280.7123358491053,,,Bearish,0.0,45.85785278864631,-15.40869745604823,-12.072408074130882,-3.3363,15.024285809362524,-1.6745965108685552,42.6330576926762,50.18238491862618,-53.35025380710656,-85.5223880597051,0,2602039.0,2446944.600000001,2012931.2666666668,1.08370883920405,58.85,5484838008.1,548.48,37.735600000000005,,,100,2086.4,2064.9,2131.0,2154.1,2109.5,2109.5,51.22826357718907,2221.858222362535,2058.651777637468,2239.3,2016.0,2365.8,2016.0,2479.6,2016.0,2707.3908675,2016.0,2987.97501195,2239.3,1m high,6.23,28.44,4.56,2239.3,2016.0,2016.0,,,,False,2228555.65,1.168,4.529,,2095.09,2120.71,1990.39,2707.39,2824.9,2942.42,5.1,31.0,-2.003719200371916,-8.827854671280274,-22.14,3.61705959141714,2.230112407146075,0.45715156,-3.61,-0.37,33.120272516725905,,0.8637659575586145,32.51739040082326,,,,3.8261794518833687,38.524122740193526,20.9554946213879,,60,,,38.524122740193526,,,,67,,,,,,,,0,,,,,,True,1.46,3.0,,,,,3.0,20,60,67,,39.0,70,40,0.07,-0.44,0.36,1.03,-0.07,-2.35,0.19,70.0,False,89.0,0.0,Sell,1.397436,2474.307692
