symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
ZENITHEXPO,2026-07-31,196.53,200.9,60,60,100.0,0.12,6
PKTEA,2026-07-31,689.95,676.4,11,11,100.0,0.07,2
PML,2026-07-31,497.3,504.5,218,218,100.0,1.1,20
LOYALTEX,2026-07-31,207.0,204.0,1,1,100.0,0.0,1
ELCIDIN,2026-07-31,110200.0,111000.0,12,12,100.0,13.28,11
WILLAMAGOR,2026-07-31,25.3,25.21,110,110,100.0,0.03,5
SUMEETINDS,2026-07-31,23.46,22.29,35340,35340,100.0,7.88,245
NATIONSTD,2026-07-31,260.9,247.9,19483,19482,99.99,48.3,251
NAHARCAP,2026-07-31,249.46,249.13,965,964,99.9,2.41,18
SABEVENTS,2026-07-31,6.27,6.02,6365,6341,99.62,0.38,42
JISLDVREQS,2026-07-31,21.71,22.1,12486,12344,98.86,2.76,43
KRISHIVAL,2026-07-31,387.15,393.55,108325,106639,98.44,422.51,1250
KHANDSE,2026-07-31,17.46,17.93,1809,1780,98.4,0.32,30
E2E,2026-07-31,492.55,517.15,217316,212691,97.87,1123.73,951
SHAHALLOYS,2026-07-31,66.56,66.5,963,941,97.72,0.64,13
ABMKNO,2026-07-31,196.85,190.05,489,477,97.55,0.93,27
BALAXI,2026-07-31,24.51,23.9,36557,35486,97.07,8.8,318
ZENITHSTL,2026-07-31,5.54,5.54,124285,120487,96.94,6.89,154
SHRIKRISH,2026-07-31,40.99,40.0,2382,2301,96.6,0.99,41
RRIL,2026-07-31,17.08,17.35,2677,2582,96.45,0.46,27
ORCHASP,2026-07-31,1.51,1.63,2239084,2158147,96.39,36.12,397
ASTRAZEN,2026-07-31,8094.5,8100.0,136143,131049,96.26,11028.28,3809
SHBAJRG,2026-07-31,183.1,181.2,4592,4413,96.1,8.35,83
21STCENMGM,2026-07-31,39.39,40.17,7817,7489,95.8,3.14,50
USK,2026-07-31,22.47,22.25,18260,17482,95.74,4.07,92
INFOMEDIA,2026-07-31,5.48,5.43,28559,27225,95.33,1.56,81
UNITEDTEA,2026-07-31,471.4,480.95,207,197,95.17,0.99,20
AMRUTANJAN,2026-07-31,516.0,515.0,79699,75813,95.12,410.46,941
