index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24303.3,24317.15,-0.06,2026-07-31,2026-07-30,False
NIFTY_BANK,^NSEBANK,57204.65,57147.5,0.1,2026-07-31,2026-07-30,False
NIFTY_NEXT_50,^NSMIDCP,73247.1,72698.95,0.75,2026-07-31,2026-07-30,False
INDIA_VIX,^INDIAVIX,12.01,12.16,-1.23,2026-07-31,2026-07-30,False
SENSEX,^BSESN,77979.2,77928.15,0.07,2026-07-31,2026-07-30,False
