date,symbol,subject,details,category
31-Jul-2026 09:35:28,NUCLEUS,Copy of Newspaper Publication,Nucleus Software Exports Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
31-Jul-2026 09:30:22,LT,Press Release,"Larsen & Toubro Limited has informed the Exchange regarding a press release dated July 31, 2026, titled ""L&T Energy Hydrocarbon Onshore Signs Six-Year EPC Agreement with Petroleum Development Oman"".",Press Release
31-Jul-2026 09:28:42,HONDAPOWER,Retirement,Honda India Power Products Limited has informed the Exchange about Retirement,Retirement
31-Jul-2026 09:12:06,DIVISLAB,Retirement,Divi's Laboratories Limited has informed the Exchange about Retirement of Senior Management Personnel.,Retirement
31-Jul-2026 09:01:51,REFEX,Analysts/Institutional Investor Meet/Con. Call Updates,"Audio recording for the Earnings Call held for the 1st quarter ended June 30, 2026 for FY27",Analysts/Institutional Investor Meet/Con. Call Updates
31-Jul-2026 01:13:36,MAHSCOOTER,Shareholders meeting,"Maharashtra Scooters Limited has submitted the Exchange, a copy of Scrutinizers report and voting results of the Annual General Meeting held on 29 July 2026.",Shareholders meeting
30-Jul-2026 23:59:17,BANDHANBNK,Shareholders meeting,"Bandhan Bank Limited has informed the Exchange regarding Notice of 12th Annual General Meeting to be held on August 24, 2026 and the Integrated Annual Report for the FY 2025-26.",Shareholders meeting
30-Jul-2026 23:46:02,NEOGEN,Copy of Newspaper Publication,Neogen Chemicals Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
30-Jul-2026 23:44:20,AWL,Analysts/Institutional Investor Meet/Con. Call Updates,AWL Agri Business Limited has informed the Exchange about Link of Audio Recording of earnings call on the audited financial results for the quarter ended 30 June 2026,Analysts/Institutional Investor Meet/Con. Call Updates
30-Jul-2026 23:42:25,NEOGEN,Record Date,Neogen Chemicals Limited has informed the Exchange that Record date for the purpose of Dividend  is 13-Aug-2026.,Record Date
30-Jul-2026 23:42:15,DATAPATTNS,Investor Presentation,Data Patterns (India) Limited has informed the Exchange about Investor Presentation,Investor Presentation
30-Jul-2026 23:40:25,NIRAJ,Updates,Niraj Cement Structurals Limited has informed the Exchange regarding 'Update on Open Offer'.,Updates
30-Jul-2026 23:28:56,RBLBANK,Credit Rating- New,RBL Bank Limited has informed the Exchange about Credit Rating.,Credit Rating- New
30-Jul-2026 23:25:11,VEDPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,Vedanta Power Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
30-Jul-2026 23:24:58,AARTIIND,Investor Presentation,Aarti Industries Limited has informed the Exchange about Investor Presentation,Investor Presentation
30-Jul-2026 23:23:20,NEOGEN,Shareholders meeting,"Neogen Chemicals Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 21, 2026.",Shareholders meeting
30-Jul-2026 23:18:04,VINEETLAB,Quarterly Compliance Report on Corporate governance - within 21 days from the end of the quarter,Vineet Laboratories Limited has informed regarding Submission of the Compliance Report on Corporate Governance for the Q_ FY 20__-__,Quarterly Compliance Report on Corporate governance - within 21 days from the end of the quarter
30-Jul-2026 23:17:14,SIYSIL,Amendment to AOA/MOA,Siyaram Silk Mills Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.,Amendment to AOA/MOA
30-Jul-2026 23:02:56,SIYSIL,Investor Presentation,Siyaram Silk Mills Limited has informed the Exchange about Investor Presentation,Investor Presentation
30-Jul-2026 23:01:19,ADANIENSOL,General Updates,Adani Energy Solutions Limited has informed the Exchange about Allotment of Equity Share to Eligible Qualified Institutional Investors,General Updates
