symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
FINNIFTY,3753,2685,1068,39.78,6804,1860.55815,10699740048,1393.71048,26251
KPITTECH,56403,41855,14548,34.76,143127,80620.73117,60317480688,15400.54688,591
WAAREEENER,77931,59839,18092,30.23,162235,132118.42304,63363344381,15149.23131,2632
PREMIERENE,16532,12698,3834,30.19,17038,32558.21484,8025464031,2134.91031,984
SONACOMS,15103,11699,3404,29.1,39968,56227.97677,32296624048,8153.36798,767
ULTRACEMCO,52467,40810,11657,28.56,24035,21533.44971,12301096649,1552.10649,11850
LICI,27784,21785,5999,27.54,12285,9747.36336,6456599660,849.1266,423
ALKEM,14969,11832,3137,26.51,26076,19089.66463,17648011488,4493.17738,5815
MANKIND,18126,14535,3591,24.71,15669,17630.74352,8650786355,1996.71355,2569
UNOMINDA,12861,10522,2339,22.23,7726,8207.60418,4281768414,1110.19414,1171
SWIGGY,57984,47995,9989,20.81,76694,109194.01557,30831453567,11252.71567,293
PRESTIGE,16820,13969,2851,20.41,20753,27529.23721,12829837419,3031.60419,1591
ANGELONE,22117,18532,3585,19.34,21999,39122.57575,13137476425,3227.76425,291
COLPAL,30266,25408,4858,19.12,36759,28353.78557,19138752677,2768.93177,2085
ADANIPORTS,96635,81760,14875,18.19,99188,93594.45661,72642387079,12813.79579,1661
HYUNDAI,23616,20004,3612,18.06,30392,39889.35183,12934102986,2990.73986,2040
LUPIN,22043,18755,3288,17.53,11984,17150.49301,11070352268,1975.51768,2420
LICHSGFIN,36586,31300,5286,16.89,26852,23135.0925,12482422620,2349.4262,541
APOLLOHOSP,26315,22581,3734,16.54,18542,18970.4249,19220713347,2268.75847,8959
NIFTYNXT50,767,660,107,16.21,233,1543.07732,271718428,42.38428,72698
TIINDIA,13028,11222,1806,16.09,7989,15205.03592,2963783962,674.33962,2692
IRFC,36917,31886,5031,15.78,40076,20847.23502,17904809259,3205.01784,88
HDFCLIFE,71121,61532,9589,15.58,28281,31330.10133,14469448884,2001.60884,545
APLAPOLLO,20016,17455,2561,14.67,9971,7864.74038,5944418483,1224.27483,1893
